"mcchange","dist_threshold","seat_threshold","totaldeltaprof","totaldeltacs","totaldeltawelfare"
0.04,460,55,856078.108522997,421667.445637519,1277745.55416052
0.05,460,55,937746.295931438,537124.255502278,1474870.55143371
0.06,460,55,1020743.28507803,653951.362174681,1674694.64725271
0.07,460,55,1105095.89079259,772189.708621102,1877285.59941369
0.08,460,55,1190831.19032506,891881.520373418,2082712.71069848
0.09,460,55,1277976.930908,1013070.34784375,2291047.27875175
0.1,460,55,1366561.89071486,1135801.1801513,2502363.07086616
-0.1,470,55,-121570.730310112,-1096776.44267596,-1218347.17298607
-0.09,470,55,-54624.2109945421,-994618.383272645,-1049242.59426719
-0.08,470,55,13334.2393189425,-891543.804466945,-878209.565148003
-0.07,470,55,82329.7027412103,-787528.034791171,-705198.33204996
-0.06,470,55,152372.263596588,-682541.340716257,-530169.077119669
-0.05,470,55,223505.104269096,-576560.322773236,-353055.21850414
-0.04,470,55,295726.93630513,-469549.843957437,-173822.907652307
-0.03,470,55,369073.296652249,-361484.408115552,7588.88853669634
-0.02,470,55,443562.112319989,-252331.530294347,191230.582025642
-0.01,470,55,519199.786090516,-142056.545080201,377143.241010315
0.01,470,55,674068.769986651,81983.7780244042,756052.548011056
0.02,470,55,753339.279567486,195819.497456644,949158.77702413
0.03,470,55,833865.834196446,310913.469479818,1144779.30367627
0.04,470,55,915663.278526443,427305.444909778,1342968.72343622
0.05,470,55,998776.821510659,545029.102254528,1543805.92376519
0.06,470,55,1083222.84288288,664126.500063555,1747349.34294644
0.07,470,55,1169028.16695147,784638.594745577,1953666.76169705
0.08,470,55,1256220.71100209,906607.364005937,2162828.07500803
0.09,470,55,1344826.62927734,1030076.87894342,2374903.50822076
0.1,470,55,1434875.48220993,1155091.89656191,2589967.37877184
-0.1,480,55,-143513.366968821,-1136191.43317963,-1279704.80014845
-0.09,480,55,-74147.258565595,-1030254.08629263,-1104401.34485823
-0.08,480,55,-3732.87060207018,-923366.816932836,-927099.687534906
-0.07,480,55,67755.5240542993,-815504.0410629,-747748.517008601
-0.06,480,55,140328.667246364,-706635.088672482,-566306.421426118
-0.05,480,55,214030.411623795,-596735.599295606,-382705.187671811
-0.04,480,55,288860.152001661,-485769.449796154,-196909.297794494
-0.03,480,55,364854.121859689,-373710.132121249,-8856.01026156052
-0.02,480,55,442030.958269071,-260524.123001004,181506.835268067
-0.01,480,55,520397.787874495,-146175.691623466,374222.096251029
0.01,480,55,680851.454839723,86136.8695026538,766988.324342378
0.02,480,55,762979.010901935,204173.653205596,967152.664107531
0.03,480,55,846406.786181503,323513.55063343,1169920.33681493
0.04,480,55,931150.422460971,444197.523950354,1375347.94641132
0.05,480,55,1017255.94136971,566260.494430789,1583516.4358005
0.06,480,55,1104740.55117576,689745.795593112,1794486.34676888
0.07,480,55,1193631.92089766,814695.691820497,2008327.61271815
0.08,480,55,1283958.82903148,941153.502620502,2225112.33165199
0.09,480,55,1375748.30786105,1069164.67556359,2444912.98342464
0.1,480,55,1469030.81302841,1198775.37965647,2667806.19268488
-0.1,490,55,-112683.577369751,-1159235.39836622,-1271918.97573597
-0.09,490,55,-41743.1033528344,-1051100.12658479,-1092843.22993763
-0.08,490,55,30252.7889150767,-942008.287997789,-911755.499082712
-0.07,490,55,103329.762588049,-831934.246436742,-728604.483848693
-0.06,490,55,177498.592608248,-720847.284808832,-543348.692200583
-0.05,490,55,252803.05765904,-608722.990262148,-355919.932603107
-0.04,490,55,329242.791416892,-495525.201904631,-166282.410487739
-0.03,490,55,406853.962383912,-381227.358904185,25626.6034797267
-0.02,490,55,485655.241330396,-265795.889769678,219859.351560718
-0.01,490,55,565653.788753269,-149195.015179256,416458.773574014
0.01,490,55,729392.853373602,87643.5774600857,817036.430833688
0.02,490,55,813174.15774982,207954.047939526,1021128.20568935
0.03,490,55,898263.093577812,329574.812297728,1227837.90587554
0.04,490,55,984675.337268073,452546.882673928,1437222.219942
0.05,490,55,1072456.945235,576905.230615023,1649362.17585002
0.06,490,55,1161625.16068923,702693.240210779,1864318.40090001
0.07,490,55,1252207.6877504,829953.226716168,2082160.91446656
0.08,490,55,1344233.34017463,958728.56081244,2302961.90098707
0.09,490,55,1437729.18566542,1089064.74154714,2526793.92721256
0.1,490,55,1532725.7154448,1221007.98970896,2753733.70515377
-0.1,500,55,-62447.7398541679,-1193717.78045163,-1256165.5203058
-0.09,500,55,10383.6662189549,-1082793.62154358,-1072409.95532462
-0.08,500,55,84276.3905422172,-970907.470527163,-886631.079984945
-0.07,500,55,159255.790084264,-858033.636392038,-698777.846307773
-0.06,500,55,235333.057306404,-744141.403480119,-508808.346173715
-0.05,500,55,312552.80870774,-629206.376226691,-316653.567518951
-0.04,500,55,390913.428447331,-513192.297804934,-122278.869357602
-0.03,500,55,470451.552756591,-396072.605696708,74378.9470598831
-0.02,500,55,551185.871608648,-277813.701920136,273372.169688513
-0.01,500,55,633123.564760608,-158379.78054783,474743.784212778
0.01,500,55,800759.315638474,84141.8490735369,884901.164712011
0.02,500,55,886498.199351988,207302.363542238,1093800.56289423
0.03,500,55,973550.897958977,331778.891608678,1305329.78956765
0.04,500,55,1061933.10741979,457612.47259845,1519545.58001824
0.05,500,55,1151690.90375724,584838.105362365,1736529.00911961
0.06,500,55,1242841.54984913,713499.201412129,1956340.75126126
0.07,500,55,1335412.76954116,843638.103543146,2179050.87308431
0.08,500,55,1429433.39637471,975298.210096071,2404731.60647078
0.09,500,55,1524930.51789784,1108525.04789729,2633455.56579513
0.1,500,55,1621934.64523671,1243364.86563427,2865299.51087097
-0.1,510,55,30543.1018579541,-1237207.34389016,-1206664.2420322
-0.09,510,55,105964.124458942,-1122104.79970701,-1016140.67524807
-0.08,510,55,182452.705739193,-1006027.27633415,-823574.57059496
-0.07,510,55,260042.171720901,-888950.939954844,-628908.768233942
-0.06,510,55,338738.170902372,-770843.639684177,-432105.468781805
-0.05,510,55,418590.835472442,-651682.109113312,-233091.27364087
-0.04,510,55,499590.957426895,-531428.230424934,-31837.2729980377
-0.03,510,55,581780.531077697,-410056.542116758,171723.988960938
-0.02,510,55,665179.185017503,-287533.65904011,377645.525977393
-0.01,510,55,749790.216228339,-163822.526057561,585967.690170778
0.01,510,55,922805.574129598,87292.0713934196,1010097.64552302
0.02,510,55,1011250.90575976,214768.565580966,1226019.47134072
0.03,510,55,1101021.2695337,343574.221451813,1444595.49098551
0.04,510,55,1192134.81457426,473749.583699725,1665884.39827399
0.05,510,55,1284633.29324282,605330.897265468,1889964.19050829
0.06,510,55,1378536.13290673,738361.163205651,2116897.29611239
0.07,510,55,1473871.15276093,872882.84215457,2346753.9949155
0.08,510,55,1570667.2827327,1008939.45149653,2579606.73422923
0.09,510,55,1668951.92978884,1146576.64126431,2815528.57105314
0.1,510,55,1768755.26813538,1285840.77631825,3054596.04445363
-0.1,520,55,-369.220086781041,-1291325.31413652,-1291694.5342233
-0.09,520,55,78022.9669597722,-1171237.13607083,-1093214.16911106
-0.08,520,55,157578.862571998,-1050097.85254558,-892518.989973581
-0.07,520,55,238336.005530311,-927879.192916885,-689543.187386573
-0.06,520,55,320299.704717388,-804543.032820703,-484243.328103315
-0.05,520,55,403529.975579858,-680063.190697029,-276533.21511717
-0.04,520,55,488020.96168044,-554395.705875597,-66374.7441951564
-0.03,520,55,573813.170270873,-427508.130724516,146305.039546357
-0.02,520,55,660933.410048916,-299361.994223649,361571.415825267
-0.01,520,55,749388.99401606,-169914.003419174,579474.990596886
0.01,520,55,930481.135969335,93041.3369518424,1023522.47292118
0.02,520,55,1023170.15961322,226635.411841123,1249805.57145435
0.03,520,55,1117325.31741287,361700.527799426,1479025.84521229
0.04,520,55,1212971.29083753,498284.968779615,1711256.25961714
0.05,520,55,1310157.19469385,636433.103759151,1946590.298453
0.06,520,55,1408905.26862686,776197.229900897,2185102.49852776
0.07,520,55,1509248.18032921,917629.163724023,2426877.34405324
0.08,520,55,1611224.38626755,1060781.70039728,2672006.08666483
0.09,520,55,1714866.37460414,1205710.98757973,2920577.36218387
0.1,520,55,1820210.99090764,1352474.20717781,3172685.19808545
-0.1,530,55,-389923.091626855,-2232168.28157691,-2622091.37320377
-0.09,530,55,-260547.690577432,-2025839.31563743,-2286387.00621486
-0.08,530,55,-128037.859558565,-1816850.39574723,-1944888.2553058
-0.07,530,55,7727.38042234888,-1605068.03028633,-1597340.64986398
-0.06,530,55,146834.34520929,-1390340.68645548,-1243506.34124619
-0.05,530,55,289432.245602797,-1172524.37419186,-883092.128589061
-0.04,530,55,435601.793748047,-951448.986166636,-515847.192418588
-0.03,530,55,585481.732587015,-726950.76628187,-141469.033694856
-0.02,530,55,739196.520396074,-498851.247571577,240345.272824498
-0.01,530,55,896855.660990048,-266959.632379752,629896.028610296
0.01,530,55,1224617.5477735,208984.538248643,1433602.08602214
0.02,530,55,1394996.9970029,453461.873774348,1848458.87077725
0.03,530,55,1569913.7163746,702573.998967091,2272487.71534169
0.04,530,55,1749501.92955498,956567.400387548,2706069.32994253
0.05,530,55,1933948.18016082,1215687.33085873,3149635.51101955
0.06,530,55,2123412.50724991,1480200.16767547,3603612.67492539
0.07,530,55,2318068.19095363,1750383.80836746,4068451.99932109
0.08,530,55,2518100.98136418,2026529.13461069,4544630.11597486
0.09,530,55,2723696.69908061,2308943.122515,5032639.82159561
0.1,530,55,2935051.80339882,2597947.15020737,5532998.95360619
-0.1,540,55,-241552.143220952,-2337791.99514506,-2579344.13836602
-0.09,540,55,-107302.515350633,-2124180.71320219,-2231483.22855282
-0.08,540,55,30097.1781877341,-1907896.39082419,-1877799.21263645
-0.07,540,55,170767.963834854,-1688805.47575798,-1518037.51192313
-0.06,540,55,314796.824524696,-1466756.40288903,-1151959.57836433
-0.05,540,55,462331.894986568,-1241605.06791728,-779273.172930712
-0.04,540,55,613454.438915298,-1013181.32626189,-399726.887346592
-0.03,540,55,768303.247207225,-781321.360207899,-13018.1130006746
-0.02,540,55,927002.826219342,-545846.640922909,381156.185296433
-0.01,540,55,1089662.72797369,-306566.308634105,783096.41933959
0.01,540,55,1427474.2404143,184196.095480336,1611670.33589464
0.02,540,55,1602902.65119158,436103.072889768,2039005.72408135
0.03,540,55,1782884.49617148,692658.607479869,2475543.10365136
0.04,540,55,1967554.04786657,954109.249195249,2921663.29706182
0.05,540,55,2157097.89886889,1220700.31449933,3377798.21336822
0.06,540,55,2351676.13734078,1492698.24458489,3844374.38192567
0.07,540,55,2551462.092648,1770381.00113805,4321843.09378605
0.08,540,55,2756641.56424733,2054039.53025084,4810681.09449817
0.09,540,55,2967400.42223298,2343980.87270977,5311381.29494275
0.1,540,55,3183935.17552705,2640526.47158006,5824461.64710711
-0.1,550,55,-241979.850342096,-2339218.85244133,-2581198.70278343
-0.09,550,55,-107693.335675316,-2125473.9712997,-2233167.30697501
-0.08,550,55,29744.8726726912,-1909053.98099848,-1879309.10832579
-0.07,550,55,170455.868819372,-1689825.25489211,-1519369.38607274
-0.06,550,55,314526.705820037,-1467636.15086898,-1153109.44504895
-0.05,550,55,462105.591034498,-1242342.48492275,-780236.893888248
-0.04,550,55,613273.863361942,-1013774.02994888,-400500.16658694
-0.03,550,55,768169.730266175,-781766.719225616,-13596.9889594416
-0.02,550,55,926919.341140457,-546142.318112776,380777.023027682
-0.01,550,55,1089631.45113201,-306709.665796935,782921.785335079
0.01,550,55,1427554.25163426,184365.672855786,1611919.92449004
0.02,550,55,1603041.18454094,436433.68356948,2039474.86811042
0.03,550,55,1783084.48881366,693153.179590644,2476237.66840431
0.04,550,55,1967818.11537428,954770.940875413,2922589.05624969
0.05,550,55,2157428.7580071,1221532.39724133,3378961.15524843
0.06,550,55,2352076.60924545,1493704.10734079,3845780.71658624
0.07,550,55,2551935.10605621,1771564.15457644,4323499.26063265
0.08,550,55,2757190.83886605,2055403.33853488,4812594.17740093
0.09,550,55,2968028.52150781,2345529.3217289,5313557.84323671
0.1,550,55,3184645.36856562,2642263.45859343,5826908.82715905
-0.1,560,55,-231510.573544796,-2352530.07349681,-2584040.64704161
-0.09,560,55,-96420.0759897617,-2137528.16748858,-2233948.24347834
-0.08,560,55,41836.0265771795,-1919840.6927193,-1878004.66614212
-0.07,560,55,183379.454686871,-1699333.27620037,-1515953.8215135
-0.06,560,55,328297.916210531,-1475853.47810057,-1147555.56189004
-0.05,560,55,476740.302984787,-1249256.26209552,-772515.95911073
-0.04,560,55,628788.66937777,-1019370.49073178,-390581.821354009
-0.03,560,55,784581.802465588,-786031.036180191,-1449.23371460248
-0.02,560,55,944247.018954993,-549058.84099673,395188.177958263
-0.01,560,55,1107893.92521111,-308261.59303501,799632.332176097
0.01,560,55,1447745.89041883,185598.675161137,1633344.56557996
0.02,560,55,1624229.49483308,439089.448844572,2063318.94367766
0.03,560,55,1805292.06800795,697253.816728457,2502545.88473641
0.04,560,55,1991068.58082507,960340.086066472,2951408.66689154
0.05,560,55,2181746.79499044,1228595.31449535,3410342.10948579
0.06,560,55,2377488.02148811,1502287.79543968,3879775.8169278
0.07,560,55,2578466.8689508,1781697.46085498,4360164.32980578
0.08,560,55,2784870.68211451,2067117.0611451,4851987.74325962
0.09,560,55,2996886.3870558,2358856.37775779,5355742.76481359
0.1,560,55,3214712.10506999,2657238.9984885,5871951.10355848
-0.1,570,55,-232050.37351342,-2353513.32646295,-2585563.69997637
-0.09,570,55,-96901.3139082853,-2138418.67978396,-2235319.99369225
-0.08,570,55,41414.604849359,-1920637.33039946,-1879222.7255501
-0.07,570,55,183019.130169246,-1700034.86744619,-1517015.73727695
-0.06,570,55,327999.99737774,-1476458.81211551,-1148458.81473777
-0.05,570,55,476506.126355223,-1249764.08797295,-773257.961617728
-0.04,570,55,628619.60011481,-1019779.51629172,-391159.916176905
-0.03,570,55,784479.234991687,-786339.926774596,-1860.69178290892
-0.02,570,55,944212.377578953,-549266.218282611,394946.159296342
-0.01,570,55,1107928.66476877,-308366.033714445,799562.631054328
0.01,570,55,1447923.88174576,185704.563912224,1633628.44565798
0.02,570,55,1624481.42137816,439302.826938967,2063784.24831713
0.03,570,55,1805619.51340113,697576.300574802,2503195.81397593
0.04,570,55,1991473.16263869,960773.343854529,2952246.50649321
0.05,570,55,2182230.1654668,1229141.06767292,3411371.23313972
0.06,570,55,2378051.86828265,1502947.82022898,3880999.68851163
0.07,570,55,2579112.91589113,1782473.58980953,4361586.50570066
0.08,570,55,2785600.68997578,2068011.18474809,4853611.87472387
0.09,570,55,2997702.15435261,2359870.44606304,5357572.60041564
0.1,570,55,3215615.46886525,2658375.02280508,5873990.49167033
-0.1,580,55,-215108.220556488,-2396213.98096992,-2611322.20152642
-0.09,580,55,-77125.0580211798,-2176963.10267782,-2254088.160699
-0.08,580,55,64035.1069803909,-1955015.72734363,-1890980.62036324
-0.07,580,55,208494.062674955,-1730237.38470318,-1521743.32202823
-0.06,580,55,356339.939084856,-1502475.56546455,-1146135.62637969
-0.05,580,55,507719.77169806,-1271584.88455366,-763865.112855601
-0.04,580,55,662720.274843691,-1037394.82228036,-374674.547436664
-0.03,580,55,821473.596051045,-799738.995662683,21734.6003883625
-0.02,580,55,984113.800716419,-558439.430084162,425674.370632257
-0.01,580,55,1150746.49733115,-313302.97692017,837443.520410979
0.01,580,55,1496605.99985817,189271.057487479,1685877.05734564
0.02,580,55,1676111.50027288,447136.61338132,2123248.1136542
0.03,580,55,1860208.15515706,709687.846581666,2569896.00173873
0.04,580,55,2049029.72835295,977173.384590696,3026203.11294364
0.05,580,55,2242766.50019482,1249840.00972984,3492606.50992466
0.06,580,55,2441578.70364701,1527956.32063609,3969535.02428311
0.07,580,55,2645638.53479091,1811802.75841509,4457441.293206
0.08,580,55,2855138.17859761,2101671.44788352,4956809.62648113
0.09,580,55,3070262.37683508,2397872.65351294,5468135.03034801
0.1,580,55,3291209.33323845,2700730.08979307,5991939.42303152
-0.1,590,55,-220793.537719969,-2429081.16252639,-2649874.70024636
-0.09,590,55,-80640.0983647465,-2206643.30745,-2287283.40581474
-0.08,590,55,62699.401192874,-1981502.22194084,-1918802.82074797
-0.07,590,55,209344.05271967,-1753523.13932138,-1544179.08660171
-0.06,590,55,359381.731558683,-1522553.61472862,-1163171.88316994
-0.05,590,55,512959.694225779,-1288448.1011479,-775488.406922122
-0.04,590,55,670166.786454816,-1051036.32935913,-380869.54290431
-0.03,590,55,831133.258959591,-810151.516575442,20981.7423841497
-0.02,590,55,995992.671899657,-565615.815711,430376.856188658
-0.01,590,55,1164852.53230931,-317236.213238313,847616.319070996
0.01,590,55,1515190.3511888,191845.473102792,1707035.82429159
0.02,590,55,1696946.58849668,452975.539373576,2149922.12787026
0.03,590,55,1883299.92392033,718798.787062225,2602098.71098256
0.04,590,55,2074385.47347469,989563.653323329,3063949.12679802
0.05,590,55,2270393.54148491,1265516.95524771,3535910.49673262
0.06,590,55,2471484.38498561,1546927.32639754,4018411.71138315
0.07,590,55,2677830.22420819,1834075.24296005,4511905.46716825
0.08,590,55,2889623.26835373,2127252.86499054,5016876.13334428
0.09,590,55,3107048.28350036,2426770.49235681,5533818.77585716
0.1,590,55,3330303.49777386,2732951.87510313,6063255.37287699
-0.1,600,55,-208868.471408536,-2443442.50093157,-2652310.97234011
-0.09,600,55,-67788.2484426873,-2219658.72392062,-2287446.9723633
-0.08,600,55,76479.3829825286,-1993170.39087226,-1916691.00788974
-0.07,600,55,224053.516688854,-1763842.73217202,-1539789.21548316
-0.06,600,55,375022.0300775,-1531523.30001375,-1156501.26993625
-0.05,600,55,529532.181725715,-1296066.5444334,-766534.362707686
-0.04,600,55,687672.819431983,-1057302.19325531,-369629.373823328
-0.03,600,55,849574.195977949,-815063.4607308,34510.7352471494
-0.02,600,55,1015369.87359424,-569172.496805947,446197.376788291
-0.01,600,55,1185167.36138947,-319436.284978943,865731.07641053
0.01,600,55,1537384.53148168,192362.670881166,1729747.20236285
0.02,600,55,1720082.49678159,454853.403296676,2174935.90007826
0.03,600,55,1907378.93123636,722038.675384054,2629417.60662042
0.04,600,55,2099408.95295156,994166.927303674,3093575.88025523
0.05,600,55,2296362.86834616,1271484.97915846,3567847.84750462
0.06,600,55,2498400.93655192,1554261.46752904,4052662.40408097
0.07,600,55,2705695.37990066,1842776.87162743,4548472.25152809
0.08,600,55,2918438.40969713,2137323.35454009,5055761.76423722
0.09,600,55,3136814.79412643,2438211.21917233,5575026.01329876
0.1,600,55,3361022.76342463,2745764.21861236,6106786.98203699
-0.1,610,55,-209251.741011649,-2444588.01632943,-2653839.75734108
-0.09,610,55,-68095.4964172737,-2220690.4145124,-2288785.91092967
-0.08,610,55,76248.2982970784,-1994088.11698082,-1917839.81868374
-0.07,610,55,223898.737227597,-1764646.35371368,-1540747.61648608
-0.06,610,55,374943.698050495,-1532212.67649728,-1157268.97844678
-0.05,610,55,529530.43961853,-1296641.5349589,-767111.095340371
-0.04,610,55,687747.810006262,-1057762.65651314,-370014.846506878
-0.03,610,55,849726.062271987,-815409.2550005,34316.8072714868
-0.02,610,55,1015598.75892349,-569403.47995516,446195.278968325
-0.01,610,55,1185473.40934711,-319552.314462322,865921.094884791
0.01,610,55,1537845.33658932,192476.978022899,1730322.31461221
0.02,610,55,1720620.89696902,455083.094229117,2175703.99119814
0.03,610,55,1907995.07121321,722383.894315423,2630378.96552863
0.04,610,55,2100102.97770791,994627.818860648,3094730.79656856
0.05,610,55,2297134.92315316,1272061.68838728,3569196.61154044
0.06,610,55,2499251.16696229,1554954.13989662,4054205.30685891
0.07,610,55,2706623.93174932,1843585.65302245,4550209.58477177
0.08,610,55,2919445.4291017,2138248.39127412,5057693.82037582
0.09,610,55,3137900.42748782,2439252.65798095,5577153.08546876
0.1,610,55,3362187.15742761,2746922.20665625,6109109.36408386
-0.1,620,55,-209251.741011649,-2444588.01632943,-2653839.75734108
-0.09,620,55,-68095.4964172737,-2220690.4145124,-2288785.91092967
-0.08,620,55,76248.2982970784,-1994088.11698082,-1917839.81868374
-0.07,620,55,223898.737227597,-1764646.35371368,-1540747.61648608
-0.06,620,55,374943.698050495,-1532212.67649728,-1157268.97844678
-0.05,620,55,529530.43961853,-1296641.5349589,-767111.095340371
-0.04,620,55,687747.810006262,-1057762.65651314,-370014.846506878
-0.03,620,55,849726.062271987,-815409.2550005,34316.8072714868
-0.02,620,55,1015598.75892349,-569403.47995516,446195.278968325
-0.01,620,55,1185473.40934711,-319552.314462322,865921.094884791
0.01,620,55,1537845.33658932,192476.978022899,1730322.31461221
0.02,620,55,1720620.89696902,455083.094229117,2175703.99119814
0.03,620,55,1907995.07121321,722383.894315423,2630378.96552863
0.04,620,55,2100102.97770791,994627.818860648,3094730.79656856
0.05,620,55,2297134.92315316,1272061.68838728,3569196.61154044
0.06,620,55,2499251.16696229,1554954.13989662,4054205.30685891
0.07,620,55,2706623.93174932,1843585.65302245,4550209.58477177
0.08,620,55,2919445.4291017,2138248.39127412,5057693.82037582
0.09,620,55,3137900.42748782,2439252.65798095,5577153.08546876
0.1,620,55,3362187.15742761,2746922.20665625,6109109.36408386
-0.1,630,55,-183589.482659885,-2472161.18028468,-2655750.66294457
-0.09,630,55,-40561.4892307838,-2245564.33001982,-2286125.81925061
-0.08,630,55,105661.005115129,-2016256.03333,-1910595.02821487
-0.07,630,55,255197.124307776,-1784101.47652851,-1528904.35222074
-0.06,630,55,408134.775999357,-1548948.16745823,-1140813.39145888
-0.05,630,55,564621.249161775,-1310650.51152356,-746029.262361782
-0.04,630,55,724745.422132421,-1069038.19163493,-344292.769502513
-0.03,630,55,888637.578377017,-823944.376845726,64693.2015312917
-0.02,630,55,1056431.31095589,-575191.171618197,481240.139337693
-0.01,630,55,1228234.15995402,-322585.513679073,905648.646274944
0.01,630,55,1584484.09581499,194974.133368508,1779458.2291835
0.02,630,55,1769209.52837257,460356.20385677,2229565.73222934
0.03,630,55,1958540.98353559,730440.204368156,2688981.18790375
0.04,630,55,2152613.37877877,1005474.62336633,3158088.0021451
0.05,630,55,2351617.16308084,1285706.32791297,3637323.49099381
0.06,630,55,2555712.6275981,1571404.00242537,4127116.63002347
0.07,630,55,2765072.02683945,1862848.17425455,4627920.201094
0.08,630,55,2979887.60444006,2160331.05493018,5140218.65937025
0.09,630,55,3200344.16106947,2464162.99610697,5664507.15717644
0.1,630,55,3426639.95960309,2774667.79993048,6201307.75953357
-0.1,640,55,-184579.338370313,-2475082.53405877,-2659661.87242909
-0.09,640,55,-41357.5776491133,-2248196.27148391,-2289553.84913302
-0.08,640,55,105059.099034365,-2018598.15840526,-1913539.0593709
-0.07,640,55,254789.816587417,-1786153.3797073,-1531363.56311988
-0.06,640,55,407922.483641919,-1550709.4417996,-1142786.95815768
-0.05,640,55,564604.390151734,-1312120.74864881,-747516.358497076
-0.04,640,55,724924.415438511,-1070216.98172318,-345292.566284671
-0.03,640,55,889012.843954538,-824831.308629401,64181.5353251374
-0.02,640,55,1057003.26974902,-575785.832378567,481217.437370449
-0.01,640,55,1229003.23389811,-322887.489241742,906115.744656373
0.01,640,55,1585648.66984347,195258.77656965,1780907.44641312
0.02,640,55,1770572.48932845,460934.783557955,2231507.27288641
0.03,640,55,1960102.75734223,731313.140611669,2691415.8979539
0.04,640,55,2154374.39236236,1006642.3376728,3161016.73003515
0.05,640,55,2353577.84437275,1287169.24328594,3640747.08765869
0.06,640,55,2557873.40553723,1573162.54335588,4131035.94889311
0.07,640,55,2767433.40704096,1864902.76662505,4632336.17366602
0.08,640,55,2982449.9503164,2162682.12641171,5145132.07672811
0.09,640,55,3203107.90469423,2466810.97570042,5669918.88039465
0.1,640,55,3429605.53406775,2777613.11814308,6207218.65221082
-0.1,650,55,-183432.593152148,-2475874.41847828,-2659307.01163043
-0.09,650,55,-40158.0522497802,-2248909.65314632,-2289067.7053961
-0.08,650,55,106311.432962089,-2019233.00918206,-1912921.57621997
-0.07,650,55,256094.987408587,-1786709.6714434,-1530614.68403482
-0.06,650,55,409280.519739417,-1551187.14631338,-1141906.62657396
-0.05,650,55,566015.319926312,-1312519.83773204,-746504.517805725
-0.04,650,55,726388.267308769,-1070537.42714102,-344149.159832251
-0.03,650,55,890529.646356968,-825073.082120373,65456.5642365953
-0.02,650,55,1058573.05113799,-575948.905654533,482624.145483454
-0.01,650,55,1230626.02274591,-322971.833987876,907654.188758034
0.01,650,55,1587377.55909741,195331.973934523,1782709.53303193
0.02,650,55,1772354.47156558,461086.794557498,2233441.26612308
0.03,650,55,1961937.86110654,731543.993667694,2693481.85477424
0.04,650,55,2156262.64621583,1006952.06123393,3163214.70744975
0.05,650,55,2355519.27689532,1287557.86582763,3643077.14272294
0.06,650,55,2559868.04532682,1573630.09338043,4133498.13870726
0.07,650,55,2769481.28271352,1865449.27266166,4634930.55537519
0.08,650,55,2984551.09050586,2163307.61701647,5147858.70752233
0.09,650,55,3205262.33805255,2467515.47945635,5672777.8175089
0.1,650,55,3431813.28926493,2778396.66366016,6210209.95292509
-0.1,660,55,-84904.2164512865,-2512791.82331689,-2597696.03976818
-0.09,660,55,60726.1330052644,-2282635.44308642,-2221909.31008115
-0.08,660,55,209557.562427415,-2049761.3106799,-1840203.74825249
-0.07,660,55,361709.213028929,-1814034.5881864,-1452325.37515747
-0.06,660,55,517269.009790483,-1575302.7591407,-1058033.74935022
-0.05,660,55,676384.25905719,-1333420.20455507,-657035.945497875
-0.04,660,55,839143.856584487,-1088216.58286353,-249072.726279038
-0.03,660,55,1005678.10330108,-839525.038558536,166153.064742541
-0.02,660,55,1176120.60977529,-587167.651456732,588952.958318562
-0.01,660,55,1350578.9336453,-330951.334554262,1019627.59909104
0.01,660,55,1712159.9926185,193849.161035572,1906009.15365407
0.02,660,55,1899561.10874934,462861.470990612,2362422.57973995
0.03,660,55,2091575.01912819,736582.287834033,2828157.30696223
0.04,660,55,2288336.65901014,1015260.12518813,3303596.78419828
0.05,660,55,2490036.49520006,1299141.87535951,3789178.37055957
0.06,660,55,2696834.83672621,1588496.24809688,4285331.0848231
0.07,660,55,2908904.03168183,1883603.79606873,4792507.82775056
0.08,660,55,3126436.19845108,2184756.75660171,5311192.9550528
0.09,660,55,3349616.22336025,2492265.50677135,5841881.73013159
0.1,660,55,3578642.38734203,2806453.87440327,6385096.2617453
-0.1,670,55,-31484.4585411676,-2523023.57982655,-2554508.03836772
-0.09,670,55,114792.117538103,-2291974.00086467,-2177181.88332656
-0.08,670,55,264270.578481995,-2058205.9023657,-1793935.3238837
-0.07,670,55,417070.066581835,-1821584.4448909,-1404514.37830907
-0.06,670,55,573278.50789731,-1581957.1104446,-1008678.60254729
-0.05,670,55,733043.209853983,-1339178.2785059,-606135.068651918
-0.04,670,55,896453.069289203,-1093077.60597306,-196624.53668386
-0.03,670,55,1063638.38821502,-843488.235800069,220150.152414948
-0.02,670,55,1234732.77828458,-590232.246262415,644500.532022165
-0.01,670,55,1409843.79822231,-333116.548812438,1076727.24940987
0.01,670,55,1772732.69110042,193485.048396033,1966217.73949645
0.02,670,55,1960788.94724825,463399.082523241,2424188.02977149
0.03,670,55,2153458.8144761,738022.407852568,2891481.22232867
0.04,670,55,2350877.22913261,1017603.53956356,3368480.76869616
0.05,670,55,2553234.65911766,1302389.37152276,3855624.03064041
0.06,670,55,2760691.41455601,1592648.61504152,4353340.02959753
0.07,670,55,2973419.84463886,1888661.82435367,4862081.66899253
0.08,670,55,3191612.0688498,2190721.23835393,5382333.30720373
0.09,670,55,3415452.97461599,2499137.23568858,5914590.21030457
0.1,670,55,3645140.84397251,2814233.64575674,6459374.48972926
-0.1,680,55,-31484.4585411676,-2523023.57982655,-2554508.03836772
-0.09,680,55,114792.117538103,-2291974.00086467,-2177181.88332656
-0.08,680,55,264270.578481995,-2058205.9023657,-1793935.3238837
-0.07,680,55,417070.066581835,-1821584.4448909,-1404514.37830907
